㓦划	㓦劃
发越	發越
发足	發足
发踊冲冠	髮踊沖冠
发踪指示	發蹤指示
发躁	發躁
发身	發身
发电	發電
发生	發生
发甲	發甲
发烧	發燒
发热	發熱
发烟	發煙
发烛	發燭
发烦	發煩
发烫	發燙
发现体	發現體
发现数	發現數
发现物	發現物
发片	發片
发牌	發牌
发牒	發牒
发牙豆	發牙豆
发牢骚	發牢騷
发物	發物
发球权	發球權
发球点	發球點
发病	發病
发痒	發癢
发痛	發痛
发痧	發痧
发痴	發癡
发白	發白
发癣	髮癬
发癫	發癲
发神经	發神經
发祥	發祥
发票	發票
发炎	發炎
发炮	發炮
发点	發點
发矢	發矢
发石车	發石車
发硎	發硎
发硬	發硬
发绀	發紺
发结	髮結
发给	發給
发绿	發綠
发火器	發火器
发火点	發火點
发疹	發疹
发疯	發瘋
发的	發的
发皇	發皇
发皓齿	發皓齒
发科	發科
发积	發積
发笑	發笑
发笔	發筆
发笺	髮箋
发策	發策
发签	發籤
发箍	髮箍
发箧	發篋
发箭	發箭
发狂	發狂
发狠	發狠
发监	發監
发直	發直
发禁	髮禁
发福	發福
发稿时	發稿時
发端词	發端詞
发红	發紅
发纱	髮紗
发挥	發揮
发指	髮指
发挽双髻	髮挽雙髻
发明	發明
发昏	發昏
发春	發春
发愤	發憤
发愁	發愁
发意	發意
发愣	發愣
发愿	發願
发报	發報
发抒	發抒
发抖	發抖
发泡	發泡
发泄	發泄
发怒	發怒
发怔	發怔
发急	發急
发性	發性
发怨言	發怨言
发怵	發怵
发掘	發掘
发掉	發掉
发排	發排
发来	發來
发村	發村
发束	髮束
发条	發條
发松	發鬆
发情	發情
发想	發想
发扬光大	發揚光大
发收	發收
发改委	發改委
发放	發放
发政施仁	發政施仁
发恨	發恨
发息	發息
发恼	發惱
发擿	發擿
发擂	發擂
发标	發標
发样	發樣
发根	髮根
发汗剂	發汗劑
发汗药	發汗藥
发洋财	發洋財
发洪	發洪
发派	發派
发悲	發悲
发悸	發悸
发摃	發摃
发摆子	發擺子
发文者	發文者
发有	發有
发木	發木
发梢	髮梢
发梳	髮梳
发棠	發棠
发棵	發棵
发横财	發橫財
发气	發氣
发水	發水
发源地	發源地
发酵	發酵
发配	發配
发酸	發酸
发音体	發音體
发音方法	發音方法
发问	發問
发间	髮間
发闷	發悶
发闹	發鬧
发须俱	髮鬚俱
发须已	髮鬚已
发须斑	髮鬚斑
发须皆	髮鬚皆
发须都	髮鬚都
发风	發風
发飘	發飄
发飙	發飆
发飚	發飈
发送机	發送機
发采扬明	發采揚明
发野	發野
发量	髮量
发霉	發黴
发霜	髮霜
发露	發露
发髻	髮髻
发黄	發黃
发黏	發黏
发黑	發黑
发针	髮針
发钗	髮釵
发隐擿伏	發隱擿伏
发难	發難
发青	發青
发面	發麪
发饰	髮飾
发饷	發餉
发上	發上
发下	發下
发个	發個
发业	發業
发丝	髮絲
发丧	發喪
发为血之本	髮爲血之本
发人	發人
发了	發了
发予	發予
发于	發於
发些	發些
发交	發交
发亮	發亮
发乎情	發乎情
发乔	發喬
发书	發書
发乱钗横	髮亂釵橫
发乳	髮乳
发令	發令
发付	發付
发件人	發件人
发信	發信
发俊科	發俊科
只可	只可
只受	只受
只发	只發
只变	只變
只叹	只嘆
只占	只佔
只卖	只賣
只印	只印
只字	隻字
只学	只學
只回	只回
只因	只因
只图	只圖
只写	只寫
只再	只再
只冲	只衝
只射	只射
只尽	只盡
只封	只封
只将	只將
只开来	只開來
只听	只聽
只吃	只吃
只合	只合
只含	只含
只多	只多
只够	只夠
只好	只好
只套	只套
只守	只守
只定	只定
只害	只害
只录	只錄
只影	隻影
只当	只當
只加	只加
只办	只辦
只动	只動
只借不还	只借不還
只借到	只借到
只分	只分
只刊	只刊
只判	只判
只喝	只喝
只喊	只喊
只帮	只幫
只带	只帶
只得	只得
只待	只待
只做	只做
只停	只停
只准	只准
只凭	只憑
只剩下	只剩下
只记	只記
只让	只讓
只讲	只講
只许	只許
只设	只設
只订	只訂
只认钱不认人	只認錢不認人
只赶	只趕
只赚	只賺
只赢	只贏
只走	只走
只赌	只賭
只赔	只賠
只身孤影	隻身孤影
只过	只過
只追	只追
只进	只進
只跟	只跟
只跌	只跌
只跳	只跳
只要会	只要會
只要在	只要在
只要能	只要能
只说	只說
只读	只讀
只转	只轉
只轰	只轟
只载	只載
只能在	只能在
只能有	只能有
只踩	只踩
只踢	只踢
只输	只輸
只达	只達
只见树木	只見樹木
只言片字	隻言片字
只言片语	隻言片語
只手	隻手
只找	只找
只打	只打
只想来	只想來
只是在	只是在
只是有	只是有
只怕	只怕
只怪	只怪
只数	只數
只教	只教
只敢	只敢
只漏	只漏
只演	只演
只把	只把
只报	只報
只抱	只抱
只接	只接
只排	只排
只插	只插
只提	只提
只收	只收
只放	只放
只求无过	只求無過
只求自保	只求自保
只愿意	只願意
只懂得	只懂得
只成	只成
只戴	只戴
只拜	只拜
只拼	只拼
只挑	只挑
只挡	只擋
只捉到	只捉到
只来到	只來到
只涂	只塗
只消	只消
只管来	只管來
只看	只看
只眼	隻眼
只租	只租
只种	只種
只称	只稱
只用	只用
只甚	只甚
只画	只畫
只照	只照
只煮	只煮
只留下	只留下
只留到	只留到
只站	只站
只立	隻立
只红	只紅
只约	只約
只睡到	只睡到
只知其一不知其二	只知其一不知其二
只知有己不知有人	只知有己不知有人
只等	只等
只答	只答
只经过	只經過
只编	只編
只缝	只縫
只采	只採
只量	只量
只重衣衫不重人	只重衣衫不重人
只限	只限
只降	只降
只陪	只陪
只闯	只闖
只问	只問
只闻	只聞
只露	只露
只需	只需
只送	只送
只通	只通
只顾	只顧
只须	只須
只领到	只領到
只鸡絮酒	隻雞絮酒
只亮	只亮
只争旦夕	只爭旦夕
只于	只於
只产	只產
只会	只會
只传	只傳
只不过	只不過
只为了	只爲了
只住	只住
只余	只餘
只作	只作
只买到	只買到
只今	只今
只从	只從
台布	檯布
台币	臺幣
台帘	臺簾
台子	臺子 檯子
台安	臺安 檯安
台凳	檯凳
台函	臺函
台历	檯曆
台压版	臺壓版
台后	臺後
台山市	台山市
台上	臺上
台下	臺下
台两	臺兩
台钟	檯鐘
台面上	檯面上
台面前	檯面前
台甫	臺甫
台盘	檯盤
台秤	檯秤
台球桌	檯球桌
叶步梁	葉步樑
叶蜡石	葉蠟石
叶音	叶音
叶韵	叶韻
参考资料	參考資料
参观	參觀
参见	參見
参议	參議
参访	參訪
参订	參訂
参训	參訓
参谋	參謀
参谒	參謁
参谭	參譚
参赛	參賽
参赞	參贊
参评	參評
参话头	參話頭
参请	參請
参辰卯酉	參辰卯酉
参辰日月	參辰日月
参加	參加
参劾	參劾
参差不齐	參差不齊
参差错落	參差錯落
参合	參合
参同契	參同契
参天	參天
参头	參頭
参宿七	參宿七
参与	參與
参两院	參兩院
参伍	參伍
参众两院	參衆兩院
参会	參會
参予	參予
参事	參事
参拜	參拜
参战国	參戰國
参政权	參政權
参朝	參朝
参本	參本
参选	參選
参透	參透
参量空间	參量空間
参照卡	參照卡
参绥	蔘綏
参综	參綜
反复制	反複製
反对党	反對黨
反反复复	反反覆覆
反叛党	反叛黨
反右派斗争	反右派鬥爭
反光板	反光板
反光面	反光面
反冲力	反衝力
反升	反升
反卷	反捲
反向而行	反向而行
反坦克炮	反坦克炮
反托拉斯	反托拉斯
反扣	反扣 反釦
反攻复国大业	反攻復國大業
反攻复国战争	反攻復國戰爭
反斗	反斗
反方向	反方向
反时钟	反時鐘
反时针	反時針
反映出来	反映出來
反面人物	反面人物
反面儿	反面兒
反面角色	反面角色
反了	反了
反于	反於
反烟运动	反煙運動
反转录病毒	反轉錄病毒
双曲线	雙曲線
双扣	雙扣
双折射	雙折射
双方同意	雙方同意
双方面	雙方面
双杠	雙槓
双杯	雙杯
双向	雙向
双后前兵开局	雙后前兵開局
双台子	雙臺子
双叶	雙葉
双周刊	雙週刊
双周期性	雙週期性
双子叶植物	雙子葉植物
双面人	雙面人
双面娇娃	雙面嬌娃
双面谍	雙面諜
双链核酸	雙鏈核酸
可可托海	可可托海
可变化合价	可變化合價
可叹	可嘆
可干制	可乾製
可干拭	可乾拭
可干饮	可乾飲
可愿意	可願意
可憎娘	可憎娘
可憎才	可憎才
可操作的艺术	可操作的藝術
可擦写可编程只读存储器	可擦寫可編程只讀存儲器
可了不得	可了不得
可于	可於
可仑坡	可侖坡
可以克制	可以剋制
变回去	變回去
变回来	變回來
变出来	變出來
变化万端	變化萬端
变化范围	變化範圍
变异型克雅氏症	變異型克雅氏症
变异系数	變異係數
变丑	變醜
变个	變個
变了又变	變了又變
变性手术	變性手術
变性气团	變性氣團
变速杆	變速桿
变造出	變造出
变种人	變種人
史坦尼克	史坦尼克
史塔克豪斯	史塔克豪斯
史托瑟	史托瑟
史派克李	史派克李
史派克特	史派克特
史瑞克	史瑞克
史瑞波妮克	史瑞波妮克
口出不逊	口出不遜
口出恶言	口出惡言
口出秽言	口出穢言
口干舌燥	口乾舌燥
口才好	口才好
口才辨给	口才辨給
口腹之欲	口腹之慾
口述出来	口述出來
口述历史	口述歷史
取回去	取回去
取回来	取回來
取出来	取出來
取得一致	取得一致
取得胜利	取得勝利
取舍难定	取捨難定
取之不尽用之不竭	取之不盡用之不竭
取信于人	取信於人
受制于	受制於
受尽压迫	受盡壓迫
受尽折磨	受盡折磨
受托人	受託人
受托者	受託者
受了	受了
受人之托	受人之託
古板	古板
古柯叶	古柯葉
古柯咸	古柯鹹
古切里	古切里
古制	古制
古钟表	古鐘錶
叹惋	嘆惋
叹惜	嘆惜
叹为观止	歎爲觀止
另一回	另一回
另一方面	另一方面
另一种	另一種
另一面	另一面
另辟新径	另闢新徑
另辟蹊径	另闢蹊徑
另谋出路	另謀出路
另谋发展	另謀發展
叫出来	叫出來
叫回去	叫回去
叫回来	叫回來
又咸	又鹹
又咽	又咽
又干又硬	又乾又硬
友好代表	友好代表
友好关系	友好關係
叠出去	疊出去
叠出来	疊出來
叮当作响	叮噹作響
叮叮当当的婆娘	叮叮噹噹的婆娘
右后卫	右後衛
右后方	右後方
叱咤叱叱咤	叱吒叱叱吒
叱咤叱咤叱咤咤	叱吒叱吒叱吒吒
同心	同心
同志	同志
同忧相救	同憂相救
同安	同安
同宗	同宗
同室	同室
同定	同定
同宿	同宿
同名	同名
同吃	同吃
同向	同向
同声异俗	同聲異俗
同学	同學
同字框	同字框
同分	同分
同列	同列
同到	同到
同工	同工
同州梆子	同州梆子
同左	同左
同床	同牀
同庆	同慶
同庚	同庚
同度	同度
同座	同座
同居	同居
同屋	同屋
同属	同屬
同年代	同年代
同年同月	同年同月
同年级	同年級
同年而语	同年而語
同归	同歸
同当	同當
同形词	同形詞
同出同进	同出同進
同卵	同卵
同升	同升
同型配子	同型配子
同德	同德
同往	同往
同化	同化
同区	同區
同参	同參
同右	同右
同号	同號
同光	同光
同党	同黨
同功一体	同功一體
同动词	同動詞
同去	同去
同县	同縣
同团	同團
同国	同國
同在	同在
同地	同地
同姓同名	同姓同名
同寅	同寅
同对	同對
同异	同異
同张	同張
同步	同步
同正	同正
同时	同時
同日	同日
同族	同族
同性	同性
同态	同態
同意	同意
同感	同感
同愿	同願
同文	同文
同斜层	同斜層
同方	同方
同样	同樣
同校	同校
同根	同根
同月	同月
同期	同期
同有	同有
同机	同機
同恩	同恩
同气相求	同氣相求
同气连枝	同氣連枝
同济	同濟
同流合污	同流合污
同温	同溫
同渡	同渡
同游	同遊
同来	同來
同村	同村
同条共贯	同條共貫
同情心	同情心
同情者	同情者
同构	同構
同枕共眠	同枕共眠
同林鸟	同林鳥
同案	同案
同桌	同桌
同欢	同歡
同款	同款
同房兄弟	同房兄弟
同手同脚	同手同腳
同打	同打
同支	同支
同改	同改
同是天涯沦落人	同是天涯淪落人
同梦	同夢
同梯	同梯
同榜	同榜
同榻	同榻
同母异父	同母異父
同江市	同江市
同源词	同源詞
同类产品	同類產品
同类意识	同類意識
同类色	同類色
同类项	同類項
同盟	同盟
同盖	同蓋
同生	同生
同用	同用
同甲	同甲
同级	同級
同约	同約
同线	同線
同父	同父
同爨	同爨
同素异形	同素異形
同素异性	同素異性
同班同学	同班同學
同种	同種
同科	同科
同站	同站
同章	同章
同罗杯	同羅杯
同罪	同罪
同一	同一
同业	同業
同上	同上
同下	同下
同不同意	同不同意
同个	同個
同中有异	同中有異
同为	同爲
同位	同位
同余	同餘
同住	同住
同体	同體
同义	同義
同乡	同鄉
同乐	同樂
同人	同人
同事	同事
同于	同於
同产	同產
同享	同享
同侪谘商	同儕諮商
同仁	同仁
同仇	同仇
同休共戚	同休共慼
同伙	同夥
同传耳麦	同傳耳麥
同伴	同伴
同轴	同軸
同轨	同軌
同车	同車
同胞爱	同胞愛
同行	同行
同舍生	同舍生
同船济水	同船濟水
同谋	同謀
同调	同調
同谱	同譜
同进	同進
同过	同過
同袍	同袍
同被	同被
同路	同路
同跑	同跑
同辈	同輩
同边	同邊
同达	同達
同订	同訂
同论	同論
同质性	同質性
同走	同走
同起同坐	同起同坐
同音	同音
同韵词	同韻詞
同量	同量
同重	同重
同龄人	同齡人
同龄林	同齡林
同道者	同道者
同配生殖	同配生殖
同酬	同酬
后半	後半
后印	後印
后卫	後衛
后备	後備
后天	後天
后夫	後夫
后头	後頭
后座	後座
后庭	後庭
后庄	後莊
后序	後序
后加	後加
后劲	後勁
后力不继	後力不繼
后势	後勢
后台	後臺
后叶	後葉
后勤人员	後勤人員
后勤部	後勤部
后尾	後尾
后尘	後塵
后尧婆	後堯婆
后冷战	後冷戰
后冠	后冠
后分	後分
后到	後到
后制	後製
后北街	后北街
后区	後區
后医系	後醫系
后合前仰	後合前仰
后后	後後
后向	後向
后周	後周
后味	後味
后命	後命
后壁乡	後壁鄉
后壁湖	後壁湖
后妃	后妃
后妈	後媽
后妻	後妻
后安路	后安路
后实先声	後實先聲
后宫	後宮
后平路	后平路
后年	後年
后广告纪元	後廣告紀元
后元音	後元音
后先辉映	後先輝映
后凉	後涼
后凋	後凋
后园	後園
后图	後圖
后土	后土
后场	後場
后坐力	後坐力
后奏曲	後奏曲
后婚儿	後婚兒
后学儿	後學兒
后巷前街	後巷前街
后市	後市
后帝	后帝
后悔	後悔
后患	後患
后手儿	後手兒
后手钱	後手錢
后排	後排
后接	後接
后掩蔽	後掩蔽
后拥前呼	後擁前呼
后拥前推	後擁前推
后晋	後晉
后晌	後晌
后晚	後晚
后景	後景
后期	後期
后有	後有
后望镜	後望鏡
后来居上	後來居上
后浪	後浪
后援会	後援會
后援军	後援軍
后方	後方
后文	後文
后段	後段
后殿	後殿
后汉书	後漢書
后汉纪	後漢紀
后感觉	後感覺
后攻	後攻
后放	後放
后无来者	後無來者
后日	後日
后桅	後桅
后桥	後橋
后梁太祖	後梁太祖
后车	後車
后转	後轉
后轮	後輪
后辈	後輩
后边	後邊
后辍	後輟
后辛	后辛
后辟	后辟
后起	後起
后赤壁赋	後赤壁賦
后走	後走
后赵	後趙
后脑	後腦
后脚	後腳
后脸儿	後臉兒
后进	後進
后过	後過
后述	後述
后腿	後腿
后腰	後腰
后视镜	後視鏡
后觉	後覺
后角	后角
后计	後計
后记	後記
后设	後設
后词汇加工	後詞彙加工
后话	後話
后读	後讀
后舱门	後艙門
后节	後節
后花园	後花園
后藏	後藏
后藤	後藤
后行	後行
后襟	後襟
后西游记	後西遊記
后跟	後跟
后路	後路
后生	後生
后用	後用
后由	後由
后甲板	後甲板
后继	後繼
后续	後續
后现代	後現代
后王	后王
后父	後父
后爹	後爹
后站	後站
后端	後端
后竹围	後竹圍
后置	後置
后罩房	後罩房
后盖	後蓋
后盾	後盾
后知后觉	後知後覺
后秃	後禿
后秦	後秦
后程	後程
后稷	后稷
后缀	後綴
后缘	後緣
后羿射日	后羿射日
后翅	後翅
后翻筋斗	後翻筋斗
后顾	後顧
后项	後項
后退	後退
后送	後送
后里	后里
后重	後重
后金	後金
后院子	後院子
后院起火	後院起火
后龙溪	後龍溪
后龙镇	後龍鎮
后遗症	後遺症
后上	後上
后下	後下
后七子	後七子
后不为例	後不爲例
后世	後世
后两者	後兩者
后丰	后豐
后主	後主
后代	後代
后仰	後仰
后件	後件
后任	後任
后会	後會
后传	後傳
后事	後事
后人	後人
后于	後於
合同	合同
合吃	合吃
合合	合合
合后	合後
合口	合口
合发	合發
合变	合變
合叶	合葉
合家	閤家
合宅	合宅
合定	合定
合宜	合宜
合并为	合併爲
合并在	合併在
合并症	合併症
合刃	合刃
合则两利	合則兩利
合到	合到
合券	合券
合刻	合刻
合奏	合奏
合契若神	合契若神
合好	合好
合当	合當
合影	合影
合彩	合彩
合唱团	合唱團
合唱曲	合唱曲
合唱队	合唱隊
合准	合準
合出	合出
合击	合擊
合府	閤府
合度	合度
合式	合式
合弦	合弦
合弹	合彈
合八字	合八字
合养	合養
合力	合力
合办	合辦
合十	合十
合卺	合巹
合四乙尺工	合四乙尺工
合围	合圍
合在一起	合在一起
合头	合頭
合局	合局
合山市	合山市
合得来	合得來
合心合意	合心合意
合成	合成
合战	合戰
合格	合格
合校	合校
合欢	合歡
合款	合款
合法	合法
合注	合注
合流	合流
合情合理	合情合理
合情理	合情理
合折	合折
合报	合報
合抱	合抱
合时	合時
合族	合族
合朔	合朔
合本	合本
合机	合機
合板	合板
合杀	合殺
合气	合氣
合水县	合水縣
合意儿	合意兒
合手	合手
合扑	合撲
合拍	合拍
合拢	合攏
合掌瓜	合掌瓜
合昏	合昏
合是	合是
合江县	合江縣
合江省	合江省
合洗	合洗
合派	合派
合理	合理
合球	合球
合约	合約
合纵	合縱
合纤	合纖
合照留念	合照留念
合璧连珠	合璧連珠
合瓣花冠	合瓣花冠
合生	合生
合用	合用
合眼摸象	合眼摸象
合编	合編
合缝	合縫
合群性	合羣性
合作	合作
合体	合體
合住	合住
合众	合衆
合伙	合夥
合会	合會
合传	合傳
合上	合上
合下	合下
合中	閤中
合乎	合乎
合久必分	合久必分
合义复词	合義複詞
合于时宜	合于時宜
合从	合從
合付	合付
合肥	合肥
合股	合股
合计	合計
合订本	合訂本
合谷	合谷
合调	合調
合谋	合謀
合谐	合諧
合该	合該
合请	合請
合读	合讀
合资	合資
合起	合起
合著	合著
合葬	合葬
合辙儿	合轍兒
合辙押韵	合轍押韻
合踢	合踢
合踩	合踩
合适	合適
合通	合通
合造	合造
合逻辑	合邏輯
合金	合金
合采	合採
合龙门	合龍門
吊古	弔古
吊取	吊取
吊子	吊子
吊孝	弔孝
吊客	弔客
吊宴	弔宴
吊兰	吊蘭
吊具	吊具
吊刑	吊刑
吊到	吊到
吊吊	吊吊
吊名	吊名
吊喉	弔喉
吊喭	弔喭
吊嗓子	吊嗓子
吊奠	弔奠
吊好	吊好
吊桶	吊桶
吊档裤	吊檔褲
吊桥	吊橋
吊扇	吊扇
吊打	吊打
吊扣	吊扣 吊釦
吊挂在	吊掛在
吊挂着	吊掛着
吊杆	吊杆
吊杠	吊槓
吊来吊去	吊來吊去
吊民	弔民
吊水	吊水
吊文	弔文
吊斗	吊斗
吊脚儿	吊腳兒
吊裤	吊褲
吊装	吊裝
吊诡	弔詭
吊词	弔詞
吊起	吊起
吊走	吊走
吊袜带	吊襪帶
吊车尾	吊車尾
吊纸	弔紙
吊线	吊線
吊上	吊上
吊下	吊下
吊丧	弔喪
吊个	吊個
吊钟	吊鐘
吊钢丝	吊鋼絲
吊钩	吊鉤
吊销执照	吊銷執照
吊门	吊門
吊问	弔問
向后冲	向後衝
向左	向左
向巴平措	向巴平措
向右看	向右看
向右转	向右轉
向右拐	向右拐
向北	向北
向化	向化
向外	向外
向天	向天
向光	向光
向南	向南
向午	向午
向导犬	嚮導犬
向心花序	向心花序
向声背实	向聲背實
向地性	向地性
向平之愿	向平之願
向年	向年
向应	嚮應
向度	向度
向日	向日
向时	向時
向晓	向曉
向晚	向晚
向晦	嚮晦
向来是	向來是
向来都是	向來都是
向斜层	向斜層
向流星雨	向流星雨
向海	向海
向量	向量
向里面冲	向裏面衝
向阳信	向陽信
向隅独泣	向隅獨泣
